tool	rank	metric	sample	value
Centrifuge	genus	Taxon counts	3	207.0
Centrifuge	species	Taxon counts	3	1217.0
Centrifuge	strain	Taxon counts	3	384.0
Centrifuge	superkingdom	Bray-Curtis distance	4	0.29632790682019483
Centrifuge	phylum	Bray-Curtis distance	4	0.29632790682019483
Centrifuge	class	Bray-Curtis distance	4	0.29632790682019483
Centrifuge	order	Bray-Curtis distance	4	0.296348980574812
Centrifuge	family	Bray-Curtis distance	4	0.2981533527293695
Centrifuge	genus	Bray-Curtis distance	4	0.32192440980624637
Centrifuge	species	Bray-Curtis distance	4	0.5129271614453855
Centrifuge	strain	Bray-Curtis distance	4	0.736840864594197
Centrifuge	superkingdom	Shannon diversity	4	0.028314272696328635
Centrifuge	superkingdom	Shannon equitability	4	0.0
Centrifuge	phylum	Shannon diversity	4	0.028314272696328635
Centrifuge	phylum	Shannon equitability	4	0.0
Centrifuge	class	Shannon diversity	4	0.028314272696328635
Centrifuge	class	Shannon equitability	4	0.0
Centrifuge	order	Shannon diversity	4	0.02900312089491075
Centrifuge	order	Shannon equitability	4	0.01802065222326388
Centrifuge	family	Shannon diversity	4	0.036630403812987274
Centrifuge	family	Shannon equitability	4	0.010878285028237157
Centrifuge	genus	Shannon diversity	4	0.04473407733508486
Centrifuge	genus	Shannon equitability	4	0.008213004278082064
Centrifuge	species	Shannon diversity	4	0.054762769159617995
Centrifuge	species	Shannon equitability	4	0.007635182297249102
Centrifuge	strain	Shannon diversity	4	0.005233497246505893
Centrifuge	strain	Shannon equitability	4	0.0008854131789126071
Centrifuge	superkingdom	F1 score	4	1.0
Centrifuge	superkingdom	False negatives	4	0.0
Centrifuge	superkingdom	False positives	4	0.0
Centrifuge	superkingdom	Jaccard index	4	1.0
Centrifuge	superkingdom	Purity	4	1.0
Centrifuge	superkingdom	Completeness	4	1.0
Centrifuge	superkingdom	True positives	4	1.0
Centrifuge	phylum	F1 score	4	1.0
Centrifuge	phylum	False negatives	4	0.0
Centrifuge	phylum	False positives	4	0.0
Centrifuge	phylum	Jaccard index	4	1.0
Centrifuge	phylum	Purity	4	1.0
Centrifuge	phylum	Completeness	4	1.0
Centrifuge	phylum	True positives	4	1.0
Centrifuge	class	F1 score	4	1.0
Centrifuge	class	False negatives	4	0.0
Centrifuge	class	False positives	4	0.0
Centrifuge	class	Jaccard index	4	1.0
Centrifuge	class	Purity	4	1.0
Centrifuge	class	Completeness	4	1.0
Centrifuge	class	True positives	4	1.0
Centrifuge	order	F1 score	4	0.888888888888889
Centrifuge	order	False negatives	4	0.0
Centrifuge	order	False positives	4	1.0
Centrifuge	order	Jaccard index	4	0.8
Centrifuge	order	Purity	4	0.8
Centrifuge	order	Completeness	4	1.0
Centrifuge	order	True positives	4	4.0
Centrifuge	family	F1 score	4	0.7916666666666666
Centrifuge	family	False negatives	4	0.0
Centrifuge	family	False positives	4	10.0
Centrifuge	family	Jaccard index	4	0.6551724137931034
Centrifuge	family	Purity	4	0.6551724137931034
Centrifuge	family	Completeness	4	1.0
Centrifuge	family	True positives	4	19.0
Centrifuge	genus	F1 score	4	0.655072463768116
Centrifuge	genus	False negatives	4	0.0
Centrifuge	genus	False positives	4	119.0
Centrifuge	genus	Jaccard index	4	0.4870689655172414
Centrifuge	genus	Purity	4	0.4870689655172414
Centrifuge	genus	Completeness	4	1.0
Centrifuge	genus	True positives	4	113.0
Centrifuge	species	F1 score	4	0.40853658536585363
Centrifuge	species	False negatives	4	2.0
Centrifuge	species	False positives	4	968.0
Centrifuge	species	Jaccard index	4	0.2567049808429119
Centrifuge	species	Purity	4	0.25709900230237914
Centrifuge	species	Completeness	4	0.9940652818991098
Centrifuge	species	True positives	4	335.0
Centrifuge	strain	F1 score	4	0.3162393162393162
Centrifuge	strain	False negatives	4	25.0
Centrifuge	strain	False positives	4	295.0
Centrifuge	strain	Jaccard index	4	0.18781725888324874
Centrifuge	strain	Purity	4	0.2005420054200542
Centrifuge	strain	Completeness	4	0.7474747474747475
Centrifuge	strain	True positives	4	74.0
Centrifuge	superkingdom	L1 norm error	4	0.004571804792000001
Centrifuge	phylum	L1 norm error	4	0.004571804792000001
Centrifuge	class	L1 norm error	4	0.004571804792000001
Centrifuge	order	L1 norm error	4	0.004572129922
Centrifuge	family	L1 norm error	4	0.004561104468
Centrifuge	genus	L1 norm error	4	0.0049462502339999975
Centrifuge	species	L1 norm error	4	0.0076903219289999915
Centrifuge	strain	L1 norm error	4	0.0010815030090000003
Centrifuge	na	Weighted UniFrac error	4	0.0006826752247328097
Centrifuge	na	Unweighted UniFrac error	4	2.9516466815862694
Centrifuge	na	Weighted UniFrac (CAMI)	4	4.118694404799989
Centrifuge	na	Unweighted UniFrac (CAMI)	4	8975.999999994297
Centrifuge	superkingdom	Sum of abundances	4	0.005428195207999999
Centrifuge	phylum	Sum of abundances	4	0.005428195207999999
Centrifuge	class	Sum of abundances	4	0.005428195207999999
Centrifuge	order	Sum of abundances	4	0.005428195208
Centrifuge	family	Sum of abundances	4	0.0053730857989999995
Centrifuge	genus	Sum of abundances	4	0.005364632445999995
Centrifuge	species	Sum of abundances	4	0.004993009743999952
Centrifuge	strain	Sum of abundances	4	0.00040299772599999844
Centrifuge	superkingdom	Taxon counts	4	1.0
Centrifuge	phylum	Taxon counts	4	1.0
Centrifuge	class	Taxon counts	4	1.0
Centrifuge	order	Taxon counts	4	5.0
Centrifuge	family	Taxon counts	4	29.0
Centrifuge	genus	Taxon counts	4	232.0
Centrifuge	species	Taxon counts	4	1303.0
Centrifuge	strain	Taxon counts	4	369.0
Centrifuge	superkingdom	Bray-Curtis distance	5	0.09095886763312522
Centrifuge	phylum	Bray-Curtis distance	5	0.09095886763312522
Centrifuge	class	Bray-Curtis distance	5	0.09095886763312522
Centrifuge	order	Bray-Curtis distance	5	0.09246764372292272
Centrifuge	family	Bray-Curtis distance	5	0.19086287255407475
Centrifuge	genus	Bray-Curtis distance	5	0.21413920498814853
Centrifuge	species	Bray-Curtis distance	5	0.3548614673446775
Centrifuge	strain	Bray-Curtis distance	5	0.5747793132255617
Centrifuge	superkingdom	Shannon diversity	5	0.03989259629233171
Centrifuge	superkingdom	Shannon equitability	5	0.0
Centrifuge	phylum	Shannon diversity	5	0.03989259629233171
Centrifuge	phylum	Shannon equitability	5	0.0
Centrifuge	class	Shannon diversity	5	0.03989259629233171
Centrifuge	class	Shannon equitability	5	0.0
Centrifuge	order	Shannon diversity	5	0.04093383907023988
Centrifuge	order	Shannon equitability	5	0.022845610570639507
Centrifuge	family	Shannon diversity	5	0.05286262338548366
Centrifuge	family	Shannon equitability	5	0.01642269732093445
Centrifuge	genus	Shannon diversity	5	0.06544609871989837
Centrifuge	genus	Shannon equitability	5	0.012250468733930027
Centrifuge	species	Shannon diversity	5	0.0812354016609637
Centrifuge	species	Shannon equitability	5	0.011407459880733722
Centrifuge	strain	Shannon diversity	5	0.008422184564087156
Centrifuge	strain	Shannon equitability	5	0.001404527950798116
Centrifuge	superkingdom	F1 score	5	1.0
Centrifuge	superkingdom	False negatives	5	0.0
Centrifuge	superkingdom	False positives	5	0.0
Centrifuge	superkingdom	Jaccard index	5	1.0
Centrifuge	superkingdom	Purity	5	1.0
Centrifuge	superkingdom	Completeness	5	1.0
Centrifuge	superkingdom	True positives	5	1.0
Centrifuge	phylum	F1 score	5	1.0
Centrifuge	phylum	False negatives	5	0.0
Centrifuge	phylum	False positives	5	0.0
Centrifuge	phylum	Jaccard index	5	1.0
Centrifuge	phylum	Purity	5	1.0
Centrifuge	phylum	Completeness	5	1.0
Centrifuge	phylum	True positives	5	1.0
Centrifuge	class	F1 score	5	1.0
Centrifuge	class	False negatives	5	0.0
Centrifuge	class	False positives	5	0.0
Centrifuge	class	Jaccard index	5	1.0
Centrifuge	class	Purity	5	1.0
Centrifuge	class	Completeness	5	1.0
Centrifuge	class	True positives	5	1.0
Centrifuge	order	F1 score	5	0.8
Centrifuge	order	False negatives	5	0.0
Centrifuge	order	False positives	5	2.0
Centrifuge	order	Jaccard index	5	0.6666666666666666
Centrifuge	order	Purity	5	0.6666666666666666
Centrifuge	order	Completeness	5	1.0
Centrifuge	order	True positives	5	4.0
Centrifuge	family	F1 score	5	0.8636363636363636
Centrifuge	family	False negatives	5	0.0
Centrifuge	family	False positives	5	6.0
Centrifuge	family	Jaccard index	5	0.76
Centrifuge	family	Purity	5	0.76
Centrifuge	family	Completeness	5	1.0
Centrifuge	family	True positives	5	19.0
Centrifuge	genus	F1 score	5	0.7018633540372671
Centrifuge	genus	False negatives	5	0.0
Centrifuge	genus	False positives	5	96.0
Centrifuge	genus	Jaccard index	5	0.5406698564593302
Centrifuge	genus	Purity	5	0.5406698564593302
Centrifuge	genus	Completeness	5	1.0
Centrifuge	genus	True positives	5	113.0
Centrifuge	species	F1 score	5	0.42539682539682533
Centrifuge	species	False negatives	5	2.0
Centrifuge	species	False positives	5	903.0
Centrifuge	species	Jaccard index	5	0.2701612903225806
Centrifuge	species	Purity	5	0.27059773828756056
Centrifuge	species	Completeness	5	0.9940652818991098
Centrifuge	species	True positives	5	335.0
Centrifuge	strain	F1 score	5	0.3153692614770459
Centrifuge	strain	False negatives	5	20.0
Centrifuge	strain	False positives	5	323.0
Centrifuge	strain	Jaccard index	5	0.1872037914691943
Centrifuge	strain	Purity	5	0.19651741293532338
Centrifuge	strain	Completeness	5	0.797979797979798
Centrifuge	strain	True positives	5	79.0
Centrifuge	superkingdom	L1 norm error	5	0.0016675031539999997
Centrifuge	phylum	L1 norm error	5	0.0016675031539999997
Centrifuge	class	L1 norm error	5	0.0016675031539999997
Centrifuge	order	L1 norm error	5	0.0016951627870000002
Centrifuge	family	L1 norm error	5	0.003468089136
Centrifuge	genus	L1 norm error	5	0.003910805068000002
Centrifuge	species	L1 norm error	5	0.006332159969000027
Centrifuge	strain	L1 norm error	5	0.0010045643979999994
Centrifuge	na	Weighted UniFrac error	5	0.0003009586587727613
Centrifuge	na	Unweighted UniFrac error	5	2.8658079814688864
Centrifuge	na	Weighted UniFrac (CAMI)	5	2.3108480828000197
Centrifuge	na	Unweighted UniFrac (CAMI)	5	8747.999999991498
Centrifuge	superkingdom	Sum of abundances	5	0.008332496846000001
Centrifuge	phylum	Sum of abundances	5	0.008332496846000001
Centrifuge	class	Sum of abundances	5	0.008332496846000001
Centrifuge	order	Sum of abundances	5	0.008332496847
Centrifuge	family	Sum of abundances	5	0.008245818695
Centrifuge	genus	Sum of abundances	5	0.008262910180000006
Centrifuge	species	Sum of abundances	5	0.007844033664000055
Centrifuge	strain	Sum of abundances	5	0.000682980477000001
Centrifuge	superkingdom	Taxon counts	5	1.0
Centrifuge	phylum	Taxon counts	5	1.0
Centrifuge	class	Taxon counts	5	1.0
Centrifuge	order	Taxon counts	5	6.0
Centrifuge	family	Taxon counts	5	25.0
Centrifuge	genus	Taxon counts	5	209.0
Centrifuge	species	Taxon counts	5	1238.0
Centrifuge	strain	Taxon counts	5	402.0
Centrifuge	superkingdom	Bray-Curtis distance	6	0.09194759485617941
Centrifuge	phylum	Bray-Curtis distance	6	0.09194759485617941
Centrifuge	class	Bray-Curtis distance	6	0.09194759485617941
Centrifuge	order	Bray-Curtis distance	6	0.09385055840434048
Centrifuge	family	Bray-Curtis distance	6	0.192890874723367
Centrifuge	genus	Bray-Curtis distance	6	0.21293102940939534
Centrifuge	species	Bray-Curtis distance	6	0.3490917761563096
Centrifuge	strain	Bray-Curtis distance	6	0.5685788812522693
Centrifuge	superkingdom	Shannon diversity	6	0.0398297074220977
Centrifuge	superkingdom	Shannon equitability	6	0.0
Centrifuge	phylum	Shannon diversity	6	0.0398297074220977
Centrifuge	phylum	Shannon equitability	6	0.0
Centrifuge	class	Shannon diversity	6	0.0398297074220977
Centrifuge	class	Shannon equitability	6	0.0
Centrifuge	order	Shannon diversity	6	0.04087358353494578
Centrifuge	order	Shannon equitability	6	0.022811981316083335
Centrifuge	family	Shannon diversity	6	0.05273202460923314
Centrifuge	family	Shannon equitability	6	0.016184917786768616
Centrifuge	genus	Shannon diversity	6	0.06531143393946387
Centrifuge	genus	Shannon equitability	6	0.012139903356424269
Centrifuge	species	Shannon diversity	6	0.08085134720088248
Centrifuge	species	Shannon equitability	6	0.011348388502568908
Centrifuge	strain	Shannon diversity	6	0.008414552157002193
Centrifuge	strain	Shannon equitability	6	0.001404423257592972
Centrifuge	superkingdom	F1 score	6	1.0
Centrifuge	superkingdom	False negatives	6	0.0
Centrifuge	superkingdom	False positives	6	0.0
Centrifuge	superkingdom	Jaccard index	6	1.0
Centrifuge	superkingdom	Purity	6	1.0
Centrifuge	superkingdom	Completeness	6	1.0
Centrifuge	superkingdom	True positives	6	1.0
Centrifuge	phylum	F1 score	6	1.0
Centrifuge	phylum	False negatives	6	0.0
Centrifuge	phylum	False positives	6	0.0
Centrifuge	phylum	Jaccard index	6	1.0
Centrifuge	phylum	Purity	6	1.0
Centrifuge	phylum	Completeness	6	1.0
Centrifuge	phylum	True positives	6	1.0
Centrifuge	class	F1 score	6	1.0
Centrifuge	class	False negatives	6	0.0
Centrifuge	class	False positives	6	0.0
Centrifuge	class	Jaccard index	6	1.0
Centrifuge	class	Purity	6	1.0
Centrifuge	class	Completeness	6	1.0
Centrifuge	class	True positives	6	1.0
Centrifuge	order	F1 score	6	0.8
Centrifuge	order	False negatives	6	0.0
Centrifuge	order	False positives	6	2.0
Centrifuge	order	Jaccard index	6	0.6666666666666666
Centrifuge	order	Purity	6	0.6666666666666666
Centrifuge	order	Completeness	6	1.0
Centrifuge	order	True positives	6	4.0
Centrifuge	family	F1 score	6	0.8444444444444443
Centrifuge	family	False negatives	6	0.0
Centrifuge	family	False positives	6	7.0
Centrifuge	family	Jaccard index	6	0.7307692307692307
Centrifuge	family	Purity	6	0.7307692307692307
Centrifuge	family	Completeness	6	1.0
Centrifuge	family	True positives	6	19.0
Centrifuge	genus	F1 score	6	0.6848484848484848
Centrifuge	genus	False negatives	6	0.0
Centrifuge	genus	False positives	6	104.0
Centrifuge	genus	Jaccard index	6	0.5207373271889401
Centrifuge	genus	Purity	6	0.5207373271889401
Centrifuge	genus	Completeness	6	1.0
Centrifuge	genus	True positives	6	113.0
Centrifuge	species	F1 score	6	0.4255858138062064
Centrifuge	species	False negatives	6	1.0
Centrifuge	species	False positives	6	906.0
Centrifuge	species	Jaccard index	6	0.27031375703942073
Centrifuge	species	Purity	6	0.27053140096618356
Centrifuge	species	Completeness	6	0.9970326409495549
Centrifuge	species	True positives	6	336.0
Centrifuge	strain	F1 score	6	0.32464929859719444
Centrifuge	strain	False negatives	6	18.0
Centrifuge	strain	False positives	6	319.0
Centrifuge	strain	Jaccard index	6	0.1937799043062201
Centrifuge	strain	Purity	6	0.2025
Centrifuge	strain	Completeness	6	0.8181818181818182
Centrifuge	strain	True positives	6	81.0
Centrifuge	superkingdom	L1 norm error	6	0.001684102704
Centrifuge	phylum	L1 norm error	6	0.001684102704
Centrifuge	class	L1 norm error	6	0.001684102704
Centrifuge	order	L1 norm error	6	0.0017189571890000005
Centrifuge	family	L1 norm error	6	0.003501438400999999
Centrifuge	genus	L1 norm error	6	0.0038851915610000013
Centrifuge	species	L1 norm error	6	0.006219573946000011
Centrifuge	strain	L1 norm error	6	0.000993278598000001
Centrifuge	na	Weighted UniFrac error	6	0.00030247414482990534
Centrifuge	na	Unweighted UniFrac error	6	2.891348656741954
Centrifuge	na	Weighted UniFrac (CAMI)	6	2.3084231295000253
Centrifuge	na	Unweighted UniFrac (CAMI)	6	8820.999999995398
Centrifuge	superkingdom	Sum of abundances	6	0.008315897296
Centrifuge	phylum	Sum of abundances	6	0.008315897296
Centrifuge	class	Sum of abundances	6	0.008315897296
Centrifuge	order	Sum of abundances	6	0.008315897297000002
Centrifuge	family	Sum of abundances	6	0.008227670034
Centrifuge	genus	Sum of abundances	6	0.008246244197000015
Centrifuge	species	Sum of abundances	6	0.007816443615000071
Centrifuge	strain	Sum of abundances	6	0.0006821906809999985
Centrifuge	superkingdom	Taxon counts	6	1.0
Centrifuge	phylum	Taxon counts	6	1.0
Centrifuge	class	Taxon counts	6	1.0
Centrifuge	order	Taxon counts	6	6.0
Centrifuge	family	Taxon counts	6	26.0
Centrifuge	genus	Taxon counts	6	217.0
Centrifuge	species	Taxon counts	6	1242.0
Centrifuge	strain	Taxon counts	6	400.0
Centrifuge	superkingdom	Bray-Curtis distance	7	0.107082118535469
Centrifuge	phylum	Bray-Curtis distance	7	0.107082118535469
Centrifuge	class	Bray-Curtis distance	7	0.107082118535469
Centrifuge	order	Bray-Curtis distance	7	0.10787551812449904
Centrifuge	family	Bray-Curtis distance	7	0.18817229419180792
Centrifuge	genus	Bray-Curtis distance	7	0.2151315120987042
Centrifuge	species	Bray-Curtis distance	7	0.37069521072075606
Centrifuge	strain	Bray-Curtis distance	7	0.5902057861299064
Centrifuge	superkingdom	Shannon diversity	7	0.03887702459885409
Centrifuge	superkingdom	Shannon equitability	7	0.0
Centrifuge	phylum	Shannon diversity	7	0.03887702459885409
Centrifuge	phylum	Shannon equitability	7	0.0
Centrifuge	class	Shannon diversity	7	0.03887702459885409
Centrifuge	class	Shannon equitability	7	0.0
Centrifuge	order	Shannon diversity	7	0.03985501963926936
Centrifuge	order	Shannon equitability	7	0.024763316019437473
Centrifuge	family	Shannon diversity	7	0.05131561521434029
Centrifuge	family	Shannon equitability	7	0.015569828635527158
Centrifuge	genus	Shannon diversity	7	0.06343680209665681
Centrifuge	genus	Shannon equitability	7	0.01178138365007572
Centrifuge	species	Shannon diversity	7	0.07831113673615735
Centrifuge	species	Shannon equitability	7	0.01096968702971423
Centrifuge	strain	Shannon diversity	7	0.007921056106692942
Centrifuge	strain	Shannon equitability	7	0.0013209571242513098
Centrifuge	superkingdom	F1 score	7	1.0
Centrifuge	superkingdom	False negatives	7	0.0
Centrifuge	superkingdom	False positives	7	0.0
Centrifuge	superkingdom	Jaccard index	7	1.0
Centrifuge	superkingdom	Purity	7	1.0
Centrifuge	superkingdom	Completeness	7	1.0
Centrifuge	superkingdom	True positives	7	1.0
Centrifuge	phylum	F1 score	7	1.0
Centrifuge	phylum	False negatives	7	0.0
Centrifuge	phylum	False positives	7	0.0
Centrifuge	phylum	Jaccard index	7	1.0
Centrifuge	phylum	Purity	7	1.0
Centrifuge	phylum	Completeness	7	1.0
Centrifuge	phylum	True positives	7	1.0
Centrifuge	class	F1 score	7	1.0
Centrifuge	class	False negatives	7	0.0
Centrifuge	class	False positives	7	0.0
Centrifuge	class	Jaccard index	7	1.0
Centrifuge	class	Purity	7	1.0
Centrifuge	class	Completeness	7	1.0
Centrifuge	class	True positives	7	1.0
Centrifuge	order	F1 score	7	0.888888888888889
Centrifuge	order	False negatives	7	0.0
Centrifuge	order	False positives	7	1.0
Centrifuge	order	Jaccard index	7	0.8
Centrifuge	order	Purity	7	0.8
Centrifuge	order	Completeness	7	1.0
Centrifuge	order	True positives	7	4.0
Centrifuge	family	F1 score	7	0.8260869565217391
Centrifuge	family	False negatives	7	0.0
Centrifuge	family	False positives	7	8.0
Centrifuge	family	Jaccard index	7	0.7037037037037037
Centrifuge	family	Purity	7	0.7037037037037037
Centrifuge	family	Completeness	7	1.0
Centrifuge	family	True positives	7	19.0
Centrifuge	genus	F1 score	7	0.6827794561933536
Centrifuge	genus	False negatives	7	0.0
Centrifuge	genus	False positives	7	105.0
